10.041 1
10.0411 1
10.0413 1
10.0415 1
10.0418 1
10.0419 1
10.0421 1
10.0423 1
10.0426 1
10.0428 1
10.0429 1
10.0431 1
10.0434 1
10.0436 1
10.0437 1
10.0439 1
10.0442 1
10.0444 1
10.0446 1
10.0447 1
10.0451 1
10.0452 1
10.0454 1
10.0455 1
10.0459 1
10.046 1
10.0462 1
10.0464 1
10.0465 1
10.0469 1
10.047 1
10.0472 1
10.0473 1
10.0477 1
10.0478 1
10.048 1
10.0482 1
10.0485 1
10.0487 1
10.0488 1
10.049 1
10.0493 1
10.0495 1
10.0496 1
10.0498 1
10.0501 1
10.0503 1
10.0505 1
10.0506 1
10.051 1
10.0511 1
10.0513 1
10.0514 1
10.0518 1
10.0519 1
10.0521 1
10.0523 1
10.0524 1
10.0528 1
10.0529 1
10.0531 1
10.0532 1
10.0536 1
10.0537 1
10.0539 1
10.0541 1
10.0544 1
10.0546 1
10.0547 1
10.0549 1
10.0552 1
10.0554 1
10.0555 1
10.0557 1
10.056 1
10.0562 1
10.0564 1
10.0565 1
10.0569 1
10.057 1
10.0572 1
10.0573 1
10.0577 1
10.0578 1
10.058 1
10.0582 1
10.0583 1
10.0587 1
10.0588 1
10.059 1
10.0591 1
10.0595 1
10.0596 1
10.0598 1
10.06 1
10.0603 1
10.0605 1
10.0606 1
10.0608 1
10.0611 1
10.0613 1
10.0614 1
10.0616 1
10.0619 1
10.0621 1
10.0623 1
10.0624 1
10.0628 1
10.0629 1
10.0631 1
10.0632 1
10.0636 1
10.0637 1
10.0639 1
10.0641 1
10.0642 1
10.0646 1
10.0647 1
10.0649 1
10.065 1
10.0654 1
10.0655 1
10.0657 1
10.0659 1
10.0662 1
10.0664 1
10.0665 1
10.0667 1
10.067 1
10.0672 1
10.0673 1
10.0675 1
10.0678 1
10.068 1
10.0682 1
10.0683 1
10.0686 1
10.0688 1
10.069 1
10.0691 1
10.0693 1
10.0696 1
10.0698 1
10.07 1
10.0701 1
10.0705 1
10.0706 1
10.0708 1
10.0709 1
10.0713 1
10.0714 1
10.0716 1
10.0718 1
10.0721 1
10.0723 1
10.0724 1
10.0726 1
10.0729 1
10.0731 1
